,job,marital,education,default,housing,loan,contact,day,month,pdays,poutcome,balance_capped,campaign_capped,age_capped,previous_winsorized,housing_loan,Week,previous_contacted,season,duration,Hasil Prediksi
26203,0,1,1,0,0,0,1,11.0,7,-1.0,1,14.0,2.0,35.0,0.0,0,1,0,2,113.0,0
30116,0,1,2,0,0,0,0,7.0,4,-1.0,1,147.0,2.0,37.0,0.0,0,0,0,1,416.0,0
39140,5,1,1,0,1,0,0,23.0,4,-1.0,1,4043.0,1.0,34.0,0.0,0,3,0,1,313.0,0
57469,0,2,1,0,1,0,1,20.0,7,-1.0,1,518.0,2.0,26.0,0.0,0,2,0,2,396.0,1
45900,0,0,2,0,1,0,2,7.0,4,366.0,0,477.0,1.0,47.0,1.0,0,0,1,1,973.0,0
60848,1,1,1,0,1,0,1,10.0,3,302.0,0,722.0,2.0,31.0,4.0,0,1,1,1,446.0,1
4367,5,1,1,0,1,0,0,7.0,4,-1.0,1,545.0,1.0,52.0,0.0,0,0,0,1,260.0,0
47936,11,2,1,0,1,0,1,13.0,10,62.0,1,3943.0,2.0,52.0,1.0,0,1,1,3,204.0,1
46546,8,0,1,0,1,0,1,17.0,7,-1.0,1,-297.0,2.0,47.0,0.0,0,2,0,2,480.0,1
73073,3,2,1,0,1,0,1,,7,-1.0,1,725.0,3.0,27.0,0.0,0,,0,2,593.0,1
6251,7,2,0,0,1,0,1,24.0,6,-1.0,1,0.0,5.0,37.0,0.0,0,3,0,2,347.0,0
58270,0,2,1,0,0,0,0,22.0,1,-1.0,1,1759.0,1.0,37.0,0.0,0,3,0,0,134.0,1
30732,0,1,2,0,1,0,0,20.0,4,-1.0,1,162.0,2.0,36.0,0.0,0,2,0,1,216.0,0
46788,8,2,2,0,1,0,1,18.0,4,-1.0,1,0.0,2.0,32.0,0.0,0,2,0,1,1536.0,1
31921,5,1,1,0,1,1,1,12.0,4,349.0,0,242.0,1.0,28.0,1.0,1,1,1,1,256.0,0
73720,3,2,0,0,1,0,0,14.0,4,-1.0,1,591.0,3.0,31.0,0.0,0,1,0,1,287.0,0
33486,3,2,1,0,1,0,0,21.0,4,-1.0,1,564.0,1.0,32.0,0.0,0,2,0,1,660.0,0
66629,0,1,1,0,0,0,1,9.0,7,-1.0,1,104.0,2.0,27.0,0.0,0,1,0,2,574.0,1
51470,5,1,1,0,0,0,1,7.0,7,-1.0,1,1109.0,2.0,37.0,0.0,0,0,0,2,396.0,1
46676,1,2,1,0,1,0,1,22.0,6,-1.0,1,256.0,3.0,49.0,0.0,0,3,0,2,1141.0,1
32313,1,2,2,0,1,0,1,11.0,6,-1.0,1,586.0,2.0,37.0,0.0,0,1,0,2,141.0,0
20072,2,2,1,0,0,1,1,15.0,4,366.0,2,157.0,6.0,38.0,1.0,0,2,1,1,57.0,0
6786,3,1,0,0,0,0,0,21.0,4,-1.0,1,-280.0,3.0,31.0,0.0,0,2,0,1,281.0,0
34452,1,0,2,0,1,1,1,20.0,10,-1.0,1,4043.0,2.0,34.0,0.0,1,2,0,3,197.0,0
52326,1,2,1,0,1,0,1,29.0,3,20.0,0,0.0,2.0,38.0,2.0,0,3,1,1,340.0,1
34511,0,2,2,0,1,0,0,21.0,4,-1.0,1,4043.0,1.0,31.0,0.0,0,2,0,1,359.0,0
4415,1,2,2,0,1,1,1,21.0,6,-1.0,1,692.0,4.0,30.0,0.0,1,2,0,2,336.0,0
19723,0,2,2,0,0,0,0,20.0,5,-1.0,1,122.0,5.0,39.0,0.0,0,2,0,2,44.0,0
45822,8,0,1,0,1,0,1,18.0,7,-1.0,1,-298.0,2.0,47.0,0.0,0,2,0,2,481.0,0
15455,1,2,2,0,1,1,2,4.0,4,335.0,2,953.0,2.0,36.0,3.0,1,0,1,1,354.0,0
60637,1,2,1,0,0,0,1,19.0,3,-1.0,1,176.0,1.0,51.0,0.0,0,2,0,1,390.0,1
41637,1,2,0,0,1,0,1,20.0,7,-1.0,1,3498.0,3.0,55.0,0.0,0,2,0,2,625.0,1
13531,1,2,2,0,0,0,0,20.0,5,-1.0,1,89.0,2.0,50.0,0.0,0,2,0,2,35.0,0
59074,0,2,2,0,0,0,1,5.0,1,102.0,3,186.0,1.0,34.0,2.0,0,0,1,0,238.0,1
20639,8,2,1,0,1,0,2,21.0,6,-1.0,1,57.0,6.0,29.0,0.0,0,2,0,2,342.0,0
19347,9,1,1,0,0,0,1,8.0,6,-1.0,1,185.0,1.0,22.0,0.0,0,1,0,2,153.0,1
40779,9,1,2,0,0,0,1,3.0,11,183.0,3,1189.0,1.0,25.0,1.0,0,0,1,0,110.0,0
6897,6,2,0,0,0,0,1,5.0,7,-1.0,1,4043.0,4.0,55.0,0.0,0,0,0,2,67.0,0
1902,6,1,1,0,0,1,1,15.0,4,364.0,0,366.0,2.0,25.0,2.0,0,2,1,1,102.0,0
27766,1,0,1,0,1,0,0,13.0,4,-1.0,1,5.0,1.0,33.0,0.0,0,1,0,1,1346.0,1
32455,3,2,0,0,1,0,1,21.0,10,-1.0,1,156.0,2.0,36.0,0.0,0,2,0,3,219.0,0
66445,3,1,1,0,1,0,1,18.0,7,55.0,0,630.0,1.0,32.0,0.0,0,2,1,2,677.0,1
26271,3,1,1,0,1,1,1,20.0,10,155.0,0,519.0,1.0,39.0,4.0,1,2,1,3,149.0,0
26986,0,2,1,0,1,0,1,13.0,7,-1.0,1,-413.0,2.0,32.0,0.0,0,1,0,2,100.0,0
75539,3,2,1,0,1,1,,,4,,0,59.0,3.0,29.0,2.0,1,,1,1,100.0,0
55804,0,2,1,0,0,0,1,3.0,3,-1.0,1,1346.0,2.0,49.0,0.0,0,0,0,1,367.0,1
18597,11,1,2,0,0,1,1,13.0,4,-1.0,1,670.0,1.0,35.0,0.0,0,1,0,1,44.0,0
56985,10,1,2,0,1,0,1,10.0,7,-1.0,1,1310.0,1.0,69.0,0.0,0,1,0,2,650.0,1
13053,2,1,1,0,0,0,0,9.0,5,-1.0,1,3216.0,3.0,41.0,0.0,0,1,0,2,718.0,1
21899,3,1,1,0,1,1,0,13.0,4,-1.0,1,-273.0,1.0,21.0,0.0,1,1,0,1,340.0,0
57770,5,2,1,0,0,0,1,13.0,7,92.0,3,169.0,1.0,58.0,4.0,0,1,1,2,880.0,1
59415,8,2,1,0,0,0,1,18.0,6,92.0,2,3402.0,2.0,48.0,4.0,0,2,1,2,1042.0,1
54920,5,2,1,0,0,0,1,8.0,10,-1.0,1,0.0,1.0,57.0,0.0,0,1,0,3,355.0,1
53940,5,1,1,0,0,0,1,7.0,9,385.0,0,1.0,3.0,59.0,2.0,0,0,1,3,201.0,1
73997,1,2,1,0,0,0,1,24.0,3,-1.0,1,611.0,2.0,35.0,0.0,0,3,0,1,197.0,1
42951,1,1,1,0,1,0,1,9.0,7,-1.0,1,-404.0,3.0,38.0,0.0,0,1,0,2,360.0,1
68126,1,2,2,0,1,0,1,21.0,10,-1.0,1,392.0,3.0,40.0,0.0,0,2,0,3,235.0,1
28614,1,1,2,0,0,0,1,30.0,0,-1.0,1,625.0,2.0,27.0,0.0,0,3,0,0,554.0,0
63864,6,2,2,0,1,0,1,10.0,3,-1.0,1,1929.0,2.0,37.0,0.0,0,1,0,1,1716.0,1
7550,3,2,1,0,1,0,2,31.0,6,-1.0,1,264.0,2.0,38.0,0.0,0,,0,2,15.0,0
9,5,2,1,0,1,0,0,27.0,4,-1.0,1,429.0,4.0,43.0,0.0,0,3,0,1,222.0,0
47889,0,0,1,0,1,0,1,12.0,4,-1.0,1,-11.0,4.0,54.0,0.0,0,1,0,1,168.0,0
6058,1,2,1,0,0,0,1,11.0,1,-1.0,1,369.0,1.0,33.0,0.0,0,1,0,0,446.0,1
58720,0,2,1,0,1,0,1,17.0,7,-1.0,1,46.0,1.0,37.0,0.0,0,2,0,2,848.0,1
75393,11,2,2,0,,0,,10.0,,96.0,0,,3.0,39.0,4.0,0,1,1,0,1237.0,1
1933,6,2,0,0,1,0,0,8.0,4,-1.0,1,0.0,2.0,42.0,0.0,0,1,0,1,186.0,0
60498,3,1,1,0,0,0,1,15.0,10,92.0,2,308.0,1.0,25.0,1.0,0,2,1,3,248.0,1
37908,3,2,1,0,1,0,1,2.0,1,-1.0,1,410.0,1.0,59.0,0.0,0,0,0,0,136.0,0
51807,0,2,2,0,0,0,0,4.0,7,-1.0,1,177.0,2.0,56.0,0.0,0,0,0,2,266.0,1
51031,5,2,1,0,1,0,1,3.0,10,284.0,0,-42.0,1.0,44.0,1.0,0,0,1,3,1202.0,1
45836,3,2,1,0,1,0,1,11.0,4,-1.0,1,1400.0,2.0,36.0,0.0,0,1,0,1,609.0,1
38488,1,1,2,0,1,0,0,2.0,5,-1.0,1,1273.0,3.0,35.0,0.0,0,0,0,2,111.0,0
17640,3,2,1,0,1,0,1,8.0,4,-1.0,1,-405.0,1.0,39.0,0.0,0,1,0,1,177.0,0
68631,3,2,1,0,1,0,1,15.0,3,322.0,2,277.0,1.0,33.0,1.0,0,2,1,1,1023.0,1
40128,3,2,1,0,1,0,1,21.0,6,-1.0,1,-596.0,1.0,31.0,0.0,0,2,0,2,147.0,0
12358,8,2,2,0,1,0,1,18.0,7,-1.0,1,306.0,6.0,49.0,0.0,0,2,0,2,285.0,0
5828,7,2,0,0,1,0,0,20.0,4,-1.0,1,492.0,3.0,51.0,0.0,0,2,0,1,142.0,0
57301,1,2,1,0,1,0,1,6.0,6,-1.0,1,2785.0,2.0,61.0,0.0,0,0,0,2,269.0,1
14272,1,2,1,0,0,1,0,17.0,5,-1.0,1,752.0,1.0,40.0,0.0,0,2,0,2,717.0,0
40832,3,2,0,1,1,0,0,9.0,4,-1.0,1,-43.0,1.0,29.0,0.0,0,1,0,1,484.0,0
75219,7,0,1,0,,0,1,20.0,7,-1.0,1,4043.0,2.0,40.0,0.0,0,2,0,2,133.0,0
74420,0,2,1,0,0,0,1,27.0,,-1.0,1,470.0,6.0,,0.0,0,3,0,0,60.0,0
17396,1,0,2,0,0,0,1,29.0,6,-1.0,1,2263.0,2.0,48.0,0.0,0,3,0,2,874.0,1
40395,6,2,1,0,0,0,1,20.0,7,-1.0,1,208.0,4.0,60.0,0.0,0,2,0,2,70.0,0
63017,6,2,1,0,1,0,1,19.0,5,-1.0,1,4043.0,1.0,46.0,0.0,0,2,0,2,457.0,1
57856,5,2,1,0,1,0,0,12.0,9,168.0,3,621.0,1.0,63.0,1.0,0,1,1,3,494.0,1
21312,0,2,1,0,0,1,0,17.0,5,-1.0,1,1490.0,4.0,52.0,0.0,0,2,0,2,420.0,0
26002,0,2,3,0,0,0,1,5.0,7,-1.0,1,989.0,1.0,52.0,0.0,0,0,0,2,88.0,0
42392,0,2,2,0,0,0,1,19.0,5,-1.0,1,4043.0,2.0,35.0,0.0,0,2,0,2,930.0,1
65804,6,2,1,0,1,0,0,11.0,6,-1.0,1,1044.0,1.0,40.0,0.0,0,1,0,2,553.0,1
36899,5,2,1,0,0,1,1,22.0,6,-1.0,1,194.0,2.0,51.0,0.0,0,3,0,2,71.0,0
58084,5,2,1,0,0,0,1,22.0,6,173.0,0,2152.0,1.0,39.0,2.0,0,3,1,2,268.0,1
52422,5,2,1,0,1,1,1,1.0,6,-1.0,1,1254.0,2.0,35.0,0.0,1,0,0,2,132.0,0
1559,3,2,1,0,1,0,1,11.0,4,356.0,0,2366.0,1.0,33.0,2.0,0,1,1,1,249.0,0
30161,8,2,1,0,1,0,1,7.0,6,-1.0,1,867.0,3.0,51.0,0.0,0,0,0,2,422.0,0
13161,1,2,2,0,0,0,0,17.0,5,-1.0,1,2837.0,1.0,48.0,0.0,0,2,0,2,69.0,0
19872,5,0,1,0,1,1,0,29.0,4,-1.0,1,3350.0,1.0,43.0,0.0,1,3,0,1,488.0,0
8922,0,2,3,0,1,0,0,28.0,4,-1.0,1,811.0,2.0,27.0,0.0,0,3,0,1,591.0,0
20873,0,2,1,0,0,0,1,18.0,1,-1.0,1,117.0,2.0,51.0,0.0,0,2,0,0,442.0,1
51454,8,0,0,0,0,0,2,26.0,4,-1.0,1,23.0,4.0,56.0,0.0,0,3,0,1,108.0,0
53685,1,1,2,0,0,0,1,31.0,7,97.0,0,4043.0,1.0,49.0,3.0,0,,1,2,470.0,1
73347,5,2,1,,0,1,1,21.0,10,,0,-150.0,2.0,43.0,4.0,0,2,1,3,62.0,0
38637,0,2,3,0,1,0,0,8.0,4,-1.0,1,254.0,1.0,41.0,0.0,0,1,0,1,690.0,0
53259,1,2,1,0,0,0,0,4.0,5,-1.0,1,294.0,3.0,53.0,0.0,0,0,0,2,202.0,1
26851,0,2,2,0,0,0,1,4.0,7,-1.0,1,1699.0,1.0,33.0,0.0,0,0,0,2,600.0,1
13670,3,2,1,0,0,1,1,16.0,6,-1.0,1,0.0,1.0,54.0,0.0,0,2,0,2,156.0,0
26947,3,1,1,0,0,1,1,18.0,1,-1.0,1,167.0,2.0,24.0,0.0,0,2,0,0,134.0,1
32854,1,2,2,0,0,0,1,18.0,10,-1.0,1,3969.0,3.0,59.0,0.0,0,2,0,3,464.0,0
67876,3,2,2,0,0,0,1,8.0,7,-1.0,1,507.0,4.0,51.0,0.0,0,1,0,2,1220.0,1
74634,5,2,1,0,0,0,,18.0,,182.0,3,3721.0,,55.0,4.0,0,2,1,0,206.0,1
15346,3,2,0,0,1,0,0,2.0,5,-1.0,1,-511.0,1.0,28.0,0.0,0,0,0,2,82.0,0
58487,3,2,1,0,1,0,1,11.0,7,-1.0,1,412.0,2.0,41.0,0.0,0,1,0,2,588.0,1
56401,6,2,1,0,0,0,2,15.0,3,181.0,3,3771.0,1.0,70.5,2.0,0,2,1,1,185.0,1
27951,3,2,1,0,1,0,0,27.0,4,-1.0,1,0.0,1.0,28.0,0.0,0,3,0,1,548.0,0
57044,0,2,2,0,1,0,1,24.0,5,185.0,3,3338.0,2.0,31.0,2.0,0,3,1,2,122.0,0
63508,3,2,2,0,0,0,1,10.0,6,-1.0,1,2478.0,3.0,25.0,0.0,0,1,0,2,1489.0,1
14447,5,2,1,0,1,0,0,15.0,4,-1.0,1,4043.0,1.0,46.0,0.0,0,2,0,1,360.0,0
18732,6,2,0,0,0,0,1,3.0,1,181.0,3,4043.0,2.0,70.5,1.0,0,0,1,0,253.0,1
48329,1,2,2,0,0,0,1,12.0,10,-1.0,1,1796.0,1.0,39.0,0.0,0,1,0,3,252.0,1
58416,0,2,1,0,1,0,1,21.0,9,183.0,3,362.0,1.0,52.0,2.0,0,2,1,3,454.0,1
8633,6,0,0,0,1,0,0,26.0,4,-1.0,1,217.0,3.0,59.0,0.0,0,3,0,1,574.0,0
40848,0,1,2,0,0,0,1,2.0,10,-1.0,1,600.0,1.0,32.0,0.0,0,0,0,3,272.0,0
16005,10,2,2,0,1,0,1,14.0,7,-1.0,1,394.0,2.0,32.0,0.0,0,1,0,2,266.0,0
60971,1,2,2,0,0,0,1,28.0,6,-1.0,1,304.0,2.0,31.0,0.0,0,3,0,2,941.0,1
2903,0,2,2,0,1,0,1,25.0,6,-1.0,1,0.0,3.0,34.0,0.0,0,3,0,2,52.0,0
39766,3,2,0,0,1,0,1,20.0,3,-1.0,1,951.0,4.0,41.0,0.0,0,2,0,1,23.0,0
50235,5,2,1,0,1,0,1,4.0,4,-1.0,1,48.0,3.0,36.0,0.0,0,0,0,1,290.0,1
55682,3,2,1,0,1,1,1,11.0,4,-1.0,1,167.0,1.0,38.0,0.0,1,1,0,1,612.0,1
62916,11,1,1,0,1,0,1,11.0,7,-1.0,1,10.0,3.0,31.0,0.0,0,1,0,2,895.0,1
25932,11,1,2,0,1,0,0,6.0,5,-1.0,1,1004.0,3.0,37.0,0.0,0,0,0,2,377.0,0
55098,1,2,0,0,1,0,1,19.0,0,186.0,3,1784.0,1.0,64.0,4.0,0,2,1,0,157.0,1
62352,0,2,1,0,1,0,1,21.0,10,-1.0,1,0.0,1.0,61.0,0.0,0,2,0,3,397.0,1
45594,0,2,1,0,1,0,1,10.0,6,-1.0,1,1788.0,6.0,37.0,0.0,0,1,0,2,919.0,1
12272,6,0,1,0,0,0,0,26.0,4,-1.0,1,93.0,2.0,59.0,0.0,0,3,0,1,193.0,0
63886,8,2,1,0,1,0,0,19.0,9,313.0,3,329.0,2.0,49.0,4.0,0,2,1,3,297.0,1
21664,1,2,2,0,0,0,0,20.0,5,-1.0,1,-190.0,6.0,49.0,0.0,0,2,0,2,11.0,0
59726,5,2,0,0,1,0,1,9.0,5,-1.0,1,2097.0,4.0,47.0,0.0,0,1,0,2,432.0,1
22910,6,0,0,0,0,0,2,31.0,4,77.0,3,0.0,1.0,70.5,3.0,0,,1,1,664.0,1
34758,8,2,1,0,1,0,1,20.0,10,-1.0,1,4043.0,3.0,43.0,0.0,0,2,0,3,165.0,0
41196,10,2,2,0,1,0,1,24.0,6,27.0,1,4043.0,1.0,29.0,1.0,0,3,1,2,385.0,1
4084,3,2,0,0,1,0,0,14.0,4,-1.0,1,574.0,2.0,41.0,0.0,0,1,0,1,449.0,0
24909,5,1,1,0,1,0,2,18.0,10,-1.0,1,4043.0,2.0,50.0,0.0,0,2,0,3,119.0,0
54816,1,2,2,0,0,0,1,12.0,10,92.0,0,1331.0,1.0,32.0,4.0,0,1,1,3,126.0,0
47514,6,2,1,0,1,0,1,20.0,10,-1.0,1,588.0,2.0,37.0,0.0,0,2,0,3,953.0,1
12177,1,1,2,0,1,1,0,5.0,5,-1.0,1,125.0,6.0,34.0,0.0,1,0,0,2,18.0,0
40133,3,1,3,0,0,0,0,20.0,5,-1.0,1,387.0,6.0,41.0,0.0,0,2,0,2,114.0,0
38754,7,0,2,0,0,1,1,29.0,6,-1.0,1,9.0,3.0,54.0,0.0,0,3,0,2,136.0,0
27473,0,2,2,0,0,0,2,14.0,7,-1.0,1,4043.0,4.0,51.0,0.0,0,1,0,2,85.0,0
57701,0,0,1,0,0,0,1,10.0,7,181.0,3,3450.0,1.0,56.0,2.0,0,1,1,2,507.0,1
62656,0,2,0,0,0,0,1,22.0,1,-1.0,1,2218.0,2.0,49.0,0.0,0,3,0,0,252.0,1
27313,3,1,1,0,1,0,1,11.0,4,-1.0,1,184.0,2.0,44.0,0.0,0,1,0,1,196.0,0
31927,8,0,1,0,0,0,1,17.0,10,150.0,3,0.0,1.0,46.0,3.0,0,2,1,3,407.0,0
1116,0,1,1,0,1,0,1,18.0,10,-1.0,1,4043.0,1.0,34.0,0.0,0,2,0,3,535.0,1
17824,3,0,0,0,1,0,0,17.0,5,-1.0,1,608.0,4.0,50.0,0.0,0,2,0,2,107.0,0
11321,5,2,1,0,1,0,0,3.0,5,-1.0,1,70.0,2.0,52.0,0.0,0,0,0,2,68.0,0
53274,0,2,1,0,0,0,1,23.0,7,88.0,2,117.0,1.0,49.0,3.0,0,3,1,2,468.0,1
28919,3,2,0,0,1,0,0,30.0,4,-1.0,1,416.0,2.0,27.0,0.0,0,3,0,1,1193.0,1
2058,3,0,0,0,0,0,0,12.0,5,-1.0,1,0.0,1.0,35.0,0.0,0,1,0,2,200.0,0
67329,11,2,2,0,0,0,1,23.0,6,-1.0,1,4043.0,2.0,50.0,0.0,0,3,0,2,262.0,0
32907,3,2,1,0,0,0,0,20.0,4,-1.0,1,67.0,6.0,35.0,0.0,0,2,0,1,60.0,0
28940,8,1,1,0,1,1,0,28.0,4,-1.0,1,1227.0,3.0,35.0,0.0,1,3,0,1,283.0,0
27525,3,2,1,0,0,0,0,11.0,5,-1.0,1,717.0,1.0,36.0,0.0,0,1,0,2,63.0,0
68679,1,1,2,0,0,0,1,20.0,3,75.0,3,207.0,1.0,26.0,2.0,0,2,1,1,250.0,1
65763,6,1,1,0,0,0,0,15.0,6,-1.0,1,4043.0,2.0,61.0,0.0,0,2,0,2,915.0,1
22154,0,2,1,0,1,0,1,25.0,6,-1.0,1,-709.0,6.0,39.0,0.0,0,3,0,2,311.0,0
68190,8,1,2,0,1,0,1,20.0,4,-1.0,1,870.0,4.0,29.0,0.0,0,2,0,1,646.0,1
27623,3,2,0,0,0,0,0,11.0,5,-1.0,1,530.0,6.0,42.0,0.0,0,1,0,2,850.0,0
38289,8,1,1,0,1,0,1,20.0,3,-1.0,1,155.0,1.0,35.0,0.0,0,2,0,1,285.0,0
66731,0,2,1,0,0,0,1,11.0,1,-1.0,1,4043.0,1.0,40.0,0.0,0,1,0,0,205.0,1
6367,3,2,0,0,1,0,0,18.0,5,-1.0,1,280.0,6.0,50.0,0.0,0,2,0,2,61.0,0
18634,3,2,0,0,1,0,0,27.0,4,-1.0,1,258.0,1.0,46.0,0.0,0,3,0,1,217.0,0
70302,5,1,1,0,,0,,15.0,4,-1.0,1,-233.0,1.0,35.0,0.0,0,2,0,1,648.0,1
69955,11,2,1,0,0,0,,18.0,7,-1.0,1,,6.0,45.0,0.0,0,2,0,2,249.0,0
22405,0,0,1,0,1,0,1,28.0,6,-1.0,1,0.0,2.0,44.0,0.0,0,3,0,2,463.0,0
21785,3,2,1,0,1,0,1,19.0,1,262.0,3,1568.0,1.0,47.0,4.0,0,2,1,0,388.0,1
52610,6,1,2,0,1,0,1,20.0,4,239.0,0,1388.0,3.0,58.0,2.0,0,2,1,1,826.0,1
46137,5,2,2,0,1,0,1,14.0,10,-1.0,1,494.0,3.0,57.0,0.0,0,1,0,3,1220.0,1
30851,5,2,1,0,0,0,1,8.0,7,-1.0,1,1047.0,4.0,49.0,0.0,0,1,0,2,133.0,0
18681,3,2,1,0,1,0,0,19.0,4,-1.0,1,1345.0,6.0,45.0,0.0,0,2,0,1,120.0,0
7689,7,2,0,0,0,0,1,3.0,1,-1.0,1,182.0,1.0,59.0,0.0,0,0,0,0,133.0,0
60529,2,2,1,0,1,0,1,8.0,5,180.0,3,85.0,1.0,49.0,4.0,0,1,1,2,494.0,1
72318,8,2,1,0,,0,1,,5,97.0,3,0.0,1.0,30.0,4.0,0,,1,2,224.0,1
29707,0,2,1,0,1,1,1,20.0,7,-1.0,1,956.0,2.0,33.0,0.0,1,2,0,2,120.0,0
69284,2,2,1,,1,0,1,14.0,6,-1.0,,142.0,2.0,33.0,0.0,0,1,0,2,,0
47159,2,2,0,0,0,0,1,11.0,4,363.0,0,199.0,2.0,50.0,2.0,0,1,1,1,228.0,0
72622,3,2,0,0,0,0,,,0,-1.0,1,399.0,1.0,49.0,0.0,0,,0,0,679.0,1
302,3,2,0,0,1,0,0,14.0,4,-1.0,1,-295.0,4.0,44.0,0.0,0,1,0,1,303.0,0
34061,3,2,1,0,1,0,1,28.0,6,-1.0,1,246.0,5.0,29.0,0.0,0,3,0,2,194.0,0
74173,11,2,2,0,,0,1,,2,-1.0,1,1960.0,1.0,,0.0,0,,0,1,350.0,1
5396,6,0,1,0,1,0,1,12.0,3,182.0,3,4043.0,1.0,70.5,1.0,0,1,1,1,284.0,1
54353,3,1,1,0,0,0,1,11.0,5,-1.0,1,397.0,2.0,34.0,0.0,0,1,0,2,272.0,1
3759,1,2,2,0,0,0,1,30.0,3,86.0,3,613.0,1.0,38.0,1.0,0,3,1,1,242.0,1
5592,3,2,1,0,0,0,0,6.0,4,-1.0,1,0.0,1.0,43.0,0.0,0,0,0,1,187.0,0
11488,5,0,1,0,1,0,0,27.0,4,-1.0,1,333.0,3.0,49.0,0.0,0,3,0,1,36.0,0
45668,10,1,1,0,0,0,1,11.0,1,-1.0,1,379.0,1.0,22.0,0.0,0,1,0,0,225.0,1
4398,3,2,0,0,1,0,2,11.0,4,-1.0,1,62.0,1.0,33.0,0.0,0,1,0,1,26.0,0
67517,5,2,1,0,1,0,1,20.0,1,-1.0,1,4043.0,1.0,40.0,0.0,0,2,0,0,295.0,1
52531,6,0,1,0,0,0,1,13.0,5,-1.0,1,206.0,1.0,45.0,0.0,0,1,0,2,134.0,1
35417,3,2,1,0,0,1,1,5.0,5,-1.0,1,1766.0,2.0,31.0,0.0,0,0,0,2,166.0,0
20743,10,2,0,0,1,0,1,3.0,11,-1.0,1,980.0,1.0,53.0,0.0,0,0,0,0,352.0,1
53850,1,2,2,0,0,0,1,12.0,1,-1.0,1,1778.0,1.0,34.0,0.0,0,1,0,0,387.0,1
3108,3,1,0,0,1,0,1,18.0,4,357.0,2,159.0,6.0,47.0,4.0,0,2,1,1,7.0,0
73707,8,2,2,0,0,0,,14.0,1,-1.0,1,252.0,1.0,63.0,0.0,0,1,0,0,356.0,1
28594,3,1,1,0,0,0,0,11.0,5,-1.0,1,653.0,4.0,39.0,0.0,0,1,0,2,54.0,0
44166,1,2,0,0,0,0,1,10.0,10,-1.0,1,1171.0,3.0,45.0,0.0,0,1,0,3,240.0,1
63230,5,2,1,0,0,1,1,14.0,6,-1.0,1,336.0,2.0,25.0,0.0,0,1,0,2,1056.0,1
4212,1,2,2,0,0,0,2,5.0,1,-1.0,1,4043.0,6.0,64.0,0.0,0,0,0,0,125.0,0
41539,0,2,2,0,1,0,1,9.0,3,336.0,0,1161.0,1.0,39.0,1.0,0,1,1,1,236.0,0
6544,0,2,1,0,1,0,0,30.0,4,-1.0,1,4043.0,6.0,27.0,0.0,0,3,0,1,141.0,0
4433,0,1,1,0,1,0,1,11.0,7,-1.0,1,3096.0,4.0,30.0,0.0,0,1,0,2,272.0,0
210,3,2,0,0,0,1,1,9.0,6,-1.0,1,942.0,1.0,45.0,0.0,0,1,0,2,295.0,0
72006,8,2,3,0,0,0,1,8.0,7,-1.0,1,11.0,4.0,47.0,0.0,0,1,0,2,455.0,0
50394,6,2,1,0,0,0,0,8.0,9,81.0,0,720.0,1.0,70.5,2.0,0,1,1,3,265.0,1
62213,2,2,1,0,0,0,1,11.0,1,-1.0,1,631.0,1.0,26.0,0.0,0,1,0,0,219.0,1
72692,1,1,1,0,0,0,1,16.0,0,-1.0,1,4043.0,,59.0,0.0,0,2,0,0,145.0,1
47766,1,1,2,0,1,0,1,10.0,6,-1.0,1,160.0,1.0,29.0,0.0,0,1,0,2,514.0,1
42752,5,2,1,0,1,0,1,13.0,6,186.0,3,3608.0,6.0,50.0,3.0,0,1,1,2,190.0,1
10486,3,2,0,0,1,0,0,2.0,5,-1.0,1,256.0,1.0,53.0,0.0,0,0,0,2,202.0,0
30136,1,2,2,0,0,0,1,7.0,6,-1.0,1,694.0,1.0,67.0,0.0,0,0,0,2,250.0,1
75571,1,1,2,0,,0,,13.0,9,182.0,3,2646.0,1.0,36.0,4.0,0,1,1,3,169.0,1
3642,7,2,0,0,0,0,1,14.0,7,-1.0,1,0.0,2.0,45.0,0.0,0,1,0,2,195.0,0
24422,7,2,3,0,0,0,1,18.0,7,-1.0,1,4043.0,4.0,60.0,0.0,0,2,0,2,458.0,0
27330,0,1,2,0,0,0,1,18.0,7,-1.0,1,140.0,6.0,43.0,0.0,0,2,0,2,192.0,0
61028,1,1,2,0,0,0,1,19.0,6,172.0,0,1059.0,2.0,35.0,2.0,0,2,1,2,227.0,1
40567,7,0,1,0,0,0,0,15.0,4,-1.0,1,0.0,1.0,56.0,0.0,0,2,0,1,103.0,0
14148,7,2,2,0,0,0,0,17.0,5,-1.0,1,460.0,1.0,44.0,0.0,0,2,0,2,491.0,0
36580,1,1,2,0,0,0,1,29.0,0,170.0,0,86.0,1.0,31.0,4.0,0,3,1,0,100.0,0
48627,1,2,2,0,1,0,1,7.0,4,-1.0,1,1435.0,1.0,41.0,0.0,0,0,0,1,1147.0,1
35377,3,2,1,0,1,0,1,14.0,4,345.0,0,-581.0,2.0,50.0,4.0,0,1,1,1,877.0,1
71851,3,2,1,0,1,1,1,8.0,3,-1.0,1,,1.0,35.0,0.0,1,1,0,1,519.0,0
53457,1,1,2,0,0,0,1,20.0,7,-1.0,1,4043.0,1.0,33.0,0.0,0,2,0,2,131.0,0
39273,2,2,2,0,1,0,0,9.0,5,-1.0,1,1115.0,2.0,52.0,0.0,0,1,0,2,124.0,0
